Variable	Year	Month	Value	Unit	Source	State	County	Country
Average price of goat	2017	1	4250.0	SSP	CLiMIS	Northern Bahr El Ghazal 	Aweil Centre	South Sudan
Average price of goat	2017	2	1500.0	SSP	CLiMIS	Northern Bahr El Ghazal 	Aweil Centre	South Sudan
Average price of goat	2017	1	3250.0	SSP	CLiMIS	Northern Bahr El Ghazal 	Aweil East	South Sudan
Average price of goat	2017	2	3500.0	SSP	CLiMIS	Northern Bahr El Ghazal 	Aweil East	South Sudan
Average price of goat	2017	2	2500.0	SSP	CLiMIS	Northern Bahr El Ghazal 	Aweil North	South Sudan
Average price of goat	2017	1	2500.0	SSP	CLiMIS	Northern Bahr El Ghazal 	Aweil West	South Sudan
Average price of goat	2017	2	2500.0	SSP	CLiMIS	Northern Bahr El Ghazal 	Aweil West	South Sudan
Average price of goat	2017	1	1500.0	SSP	CLiMIS	Warrap	Gogrial East	South Sudan
Average price of goat	2017	1	1383.3333333333333	SSP	CLiMIS	Warrap	Gogrial West	South Sudan
Average price of goat	2017	3	775.0	SSP	CLiMIS	Warrap	Tonj North	South Sudan
Average price of goat	2017	4	1200.0	SSP	CLiMIS	Warrap	Tonj North	South Sudan
Average price of goat	2017	3	2450.0	SSP	CLiMIS	Warrap	Tonj South	South Sudan
Average price of goat	2017	4	850.0	SSP	CLiMIS	Warrap	Tonj South	South Sudan
Average price of poultry	2017	4	262.5	SSP	CLiMIS	Eastern Equatoria	Budi	South Sudan
Average price of poultry	2017	3	600.0	SSP	CLiMIS	Eastern Equatoria	Ikotos	South Sudan
Average price of poultry	2017	4	200.0	SSP	CLiMIS	Eastern Equatoria	Kapoeta East	South Sudan
Average price of poultry	2017	4	225.0	SSP	CLiMIS	Eastern Equatoria	Kapoeta North	South Sudan
Average price of poultry	2017	4	300.0	SSP	CLiMIS	Eastern Equatoria	Kapoeta South	South Sudan
Average price of poultry	2017	3	375.0	SSP	CLiMIS	Eastern Equatoria	Lafon	South Sudan
Average price of poultry	2017	4	200.0	SSP	CLiMIS	Eastern Equatoria	Torit	South Sudan
Average price of poultry	2017	1	376.5	SSP	CLiMIS	Jonglei	Pibor	South Sudan
Average price of poultry	2017	2	308.5	SSP	CLiMIS	Jonglei	Pibor	South Sudan
Average price of poultry	2017	1	450.0	SSP	CLiMIS	Northern Bahr El Ghazal	Aweil Centre	South Sudan
Average price of poultry	2017	2	200.0	SSP	CLiMIS	Northern Bahr El Ghazal	Aweil Centre	South Sudan
Average price of poultry	2017	1	333.3333333333333	SSP	CLiMIS	Northern Bahr El Ghazal	Aweil East	South Sudan
Average price of poultry	2017	2	275.0	SSP	CLiMIS	Northern Bahr El Ghazal	Aweil East	South Sudan
Average price of poultry	2017	2	250.0	SSP	CLiMIS	Northern Bahr El Ghazal	Aweil North	South Sudan
Average price of poultry	2017	1	225.0	SSP	CLiMIS	Northern Bahr El Ghazal	Aweil West	South Sudan
Average price of poultry	2017	2	275.0	SSP	CLiMIS	Northern Bahr El Ghazal	Aweil West	South Sudan
Average price of poultry	2017	1	159.33333333333334	SSP	CLiMIS	Warrap	Gogrial West	South Sudan
Average price of poultry	2017	3	175.0	SSP	CLiMIS	Warrap	Tonj North	South Sudan
Average price of poultry	2017	4	200.0	SSP	CLiMIS	Warrap	Tonj North	South Sudan
Average price of poultry	2017	3	200.0	SSP	CLiMIS	Warrap	Tonj South	South Sudan
Average price of poultry	2017	4	175.0	SSP	CLiMIS	Warrap	Tonj South	South Sudan
Average price of sheep	2017	4	2100.0	SSP	CLiMIS	Eastern Equatoria	Budi	South Sudan
Average price of sheep	2017	3	900.0	SSP	CLiMIS	Eastern Equatoria	Ikotos	South Sudan
Average price of sheep	2017	4	1750.0	SSP	CLiMIS	Eastern Equatoria	Kapoeta East	South Sudan
Average price of sheep	2017	4	1950.0	SSP	CLiMIS	Eastern Equatoria	Kapoeta North	South Sudan
Average price of sheep	2017	4	6200.0	SSP	CLiMIS	Eastern Equatoria	Kapoeta South	South Sudan
Average price of sheep	2017	3	1150.0	SSP	CLiMIS	Eastern Equatoria	Lafon	South Sudan
Average price of sheep	2017	4	2500.0	SSP	CLiMIS	Eastern Equatoria	Torit	South Sudan
Average price of sheep	2017	1	4055.5	SSP	CLiMIS	Jonglei	Pibor	South Sudan
Average price of sheep	2017	2	4083.5	SSP	CLiMIS	Jonglei	Pibor	South Sudan
Average price of sheep	2017	1	4250.0	SSP	CLiMIS	Northern Bahr El Ghazal	Aweil Centre	South Sudan
Average price of sheep	2017	2	1500.0	SSP	CLiMIS	Northern Bahr El Ghazal	Aweil Centre	South Sudan
Average price of sheep	2017	1	3250.0	SSP	CLiMIS	Northern Bahr El Ghazal	Aweil East	South Sudan
Average price of sheep	2017	2	3500.0	SSP	CLiMIS	Northern Bahr El Ghazal	Aweil East	South Sudan
Average price of sheep	2017	2	2500.0	SSP	CLiMIS	Northern Bahr El Ghazal	Aweil North	South Sudan
Average price of sheep	2017	1	2500.0	SSP	CLiMIS	Northern Bahr El Ghazal	Aweil West	South Sudan
Average price of sheep	2017	2	2500.0	SSP	CLiMIS	Northern Bahr El Ghazal	Aweil West	South Sudan
Average price of sheep	2017	1	1500.0	SSP	CLiMIS	Warrap	Gogrial East	South Sudan
Average price of sheep	2017	1	1500.0	SSP	CLiMIS	Warrap	Gogrial West	South Sudan
Average price of sheep	2017	3	500.0	SSP	CLiMIS	Warrap	Tonj North	South Sudan
Average price of sheep	2017	4	900.0	SSP	CLiMIS	Warrap	Tonj North	South Sudan
Average price of sheep	2017	3	1750.0	SSP	CLiMIS	Warrap	Tonj South	South Sudan
Average price of sheep	2017	4	600.0	SSP	CLiMIS	Warrap	Tonj South	South Sudan
Percentage of livestock migrating out	2017	3	33	%	CLiMIS	Eastern Equatoria		South Sudan
Percentage of livestock migrating out	2017	4	50	%	CLiMIS	Eastern Equatoria		South Sudan
Percentage of livestock migrating in	2017	4	30	%	CLiMIS	Eastern Equatoria		South Sudan
Percentage of livestock migrating migration	2017	3	67	%	CLiMIS	Eastern Equatoria		South Sudan
Percentage of livestock migrating migration	2017	4	20	%	CLiMIS	Eastern Equatoria		South Sudan
Distance covered by migrating livestock	2017	3	69		CLiMIS	Eastern Equatoria		South Sudan
Distance covered by migrating livestock	2017	4	11		CLiMIS	Eastern Equatoria		South Sudan
Percentage of livestock that migrated	2017	3	88.0	%	CLiMIS	Eastern Equatoria		South Sudan
Percentage of livestock that migrated	2017	4	63.0	%	CLiMIS	Eastern Equatoria		South Sudan
Percentage of livestock migrating due to pasture	2017	3	33	%	CLiMIS	Eastern Equatoria		South Sudan
Percentage of livestock migrating due to pasture	2017	4	80	%	CLiMIS	Eastern Equatoria		South Sudan
Percentage of livestock migrating due to water	2017	3	33	%	CLiMIS	Eastern Equatoria		South Sudan
Percentage of livestock migrating due to water	2017	4	50	%	CLiMIS	Eastern Equatoria		South Sudan
Percentage of livestock migrating due to conflict / insecurity	2017	3	33	%	CLiMIS	Eastern Equatoria		South Sudan
Percentage of livestock migrating due to conflict / insecurity	2017	4	30	%	CLiMIS	Eastern Equatoria		South Sudan
Percentage of livestock migrating due to disease	2017	4	20	%	CLiMIS	Eastern Equatoria		South Sudan
Migration normal at this time of year, Yes	2017	3	33	%	CLiMIS	Eastern Equatoria		South Sudan
Migration normal at this time of year, Yes	2017	4	60	%	CLiMIS	Eastern Equatoria		South Sudan
Migration normal at this time of year, No	2017	4	20	%	CLiMIS	Eastern Equatoria		South Sudan
Duration in months when the migrated animals are expected to be back after	2017	3	1		CLiMIS	Eastern Equatoria		South Sudan
Duration in months when the migrated animals are expected to be back after	2017	4	2		CLiMIS	Eastern Equatoria		South Sudan
Percentage of livestock migrating out	2017	1	100	%	CLiMIS	Northern Bahr El Ghazal		South Sudan
Percentage of livestock migrating out	2017	2	75	%	CLiMIS	Northern Bahr El Ghazal		South Sudan
Percentage of livestock migrating migration	2017	2	25	%	CLiMIS	Northern Bahr El Ghazal		South Sudan
Distance covered by migrating livestock	2017	1	27		CLiMIS	Northern Bahr El Ghazal		South Sudan
Distance covered by migrating livestock	2017	2	46		CLiMIS	Northern Bahr El Ghazal		South Sudan
Percentage of livestock that migrated	2017	1	88.0	%	CLiMIS	Northern Bahr El Ghazal		South Sudan
Percentage of livestock that migrated	2017	2	88.0	%	CLiMIS	Northern Bahr El Ghazal		South Sudan
Percentage of livestock migrating due to pasture	2017	1	88	%	CLiMIS	Northern Bahr El Ghazal		South Sudan
Percentage of livestock migrating due to pasture	2017	2	75	%	CLiMIS	Northern Bahr El Ghazal		South Sudan
Percentage of livestock migrating due to water	2017	1	88	%	CLiMIS	Northern Bahr El Ghazal		South Sudan
Percentage of livestock migrating due to water	2017	2	75	%	CLiMIS	Northern Bahr El Ghazal		South Sudan
Migration normal at this time of year, Yes	2017	1	100	%	CLiMIS	Northern Bahr El Ghazal		South Sudan
Migration normal at this time of year, Yes	2017	2	75	%	CLiMIS	Northern Bahr El Ghazal		South Sudan
Duration in months when the migrated animals are expected to be back after	2017	1	5		CLiMIS	Northern Bahr El Ghazal		South Sudan
Duration in months when the migrated animals are expected to be back after	2017	2	3		CLiMIS	Northern Bahr El Ghazal		South Sudan
Percentage of livestock migrating out	2017	3	80	%	CLiMIS	Warrap		South Sudan
Percentage of livestock migrating out	2017	4	67	%	CLiMIS	Warrap		South Sudan
Percentage of livestock migrating in	2017	3	20	%	CLiMIS	Warrap		South Sudan
Percentage of livestock migrating in	2017	4	33	%	CLiMIS	Warrap		South Sudan
Percentage of livestock migrating migration	2017	1	100	%	CLiMIS	Warrap		South Sudan
Distance covered by migrating livestock	2017	3	19		CLiMIS	Warrap		South Sudan
Distance covered by migrating livestock	2017	4	27		CLiMIS	Warrap		South Sudan
Percentage of livestock that migrated	2017	1	12.5	%	CLiMIS	Warrap		South Sudan
Percentage of livestock that migrated	2017	3	63.0	%	CLiMIS	Warrap		South Sudan
Percentage of livestock that migrated	2017	4	38.0	%	CLiMIS	Warrap		South Sudan
Percentage of livestock migrating due to pasture	2017	1	11	%	CLiMIS	Warrap		South Sudan
Percentage of livestock migrating due to pasture	2017	3	40	%	CLiMIS	Warrap		South Sudan
Percentage of livestock migrating due to pasture	2017	4	67	%	CLiMIS	Warrap		South Sudan
Percentage of livestock migrating due to water	2017	1	11	%	CLiMIS	Warrap		South Sudan
Percentage of livestock migrating due to water	2017	3	80	%	CLiMIS	Warrap		South Sudan
Percentage of livestock migrating due to water	2017	4	67	%	CLiMIS	Warrap		South Sudan
Percentage of livestock migrating due to conflict / insecurity	2017	1	11	%	CLiMIS	Warrap		South Sudan
Percentage of livestock migrating due to conflict / insecurity	2017	3	40	%	CLiMIS	Warrap		South Sudan
Percentage of livestock migrating due to conflict / insecurity	2017	4	33	%	CLiMIS	Warrap		South Sudan
Percentage of livestock migrating due to disease	2017	3	40	%	CLiMIS	Warrap		South Sudan
Percentage of livestock migrating due to disease	2017	4	100	%	CLiMIS	Warrap		South Sudan
Migration normal at this time of year, Yes	2017	1	11	%	CLiMIS	Warrap		South Sudan
Migration normal at this time of year, Yes	2017	4	67	%	CLiMIS	Warrap		South Sudan
Migration normal at this time of year, No	2017	3	100	%	CLiMIS	Warrap		South Sudan
Migration normal at this time of year, No	2017	4	33	%	CLiMIS	Warrap		South Sudan
Duration in months when the migrated animals are expected to be back after	2017	1	5		CLiMIS	Warrap		South Sudan
Duration in months when the migrated animals are expected to be back after	2017	4	2		CLiMIS	Warrap		South Sudan
Percentage of livestock pasture in fair condition	2017	3	67	%	CLiMIS	Eastern Equatoria		South Sudan
Percentage of livestock pasture in fair condition	2017	4	40	%	CLiMIS	Eastern Equatoria		South Sudan
Percentage of livestock pasture in poor condition	2017	3	33	%	CLiMIS	Eastern Equatoria		South Sudan
Percentage of livestock pasture in poor condition	2017	4	60	%	CLiMIS	Eastern Equatoria		South Sudan
Percentage of livestock pasture in below normal condition compared to a similar time in a normal year	2017	3	67	%	CLiMIS	Eastern Equatoria		South Sudan
Percentage of livestock pasture in below normal condition compared to a similar time in a normal year	2017	4	80	%	CLiMIS	Eastern Equatoria		South Sudan
Percentage of livestock pasture in normal condition compared to a similar time in a normal year	2017	3	33	%	CLiMIS	Eastern Equatoria		South Sudan
Percentage of livestock pasture in normal condition compared to a similar time in a normal year	2017	4	20	%	CLiMIS	Eastern Equatoria		South Sudan
Duration in months pasture is projected to last	2017	3	8		CLiMIS	Eastern Equatoria		South Sudan
Duration in months pasture is projected to last	2017	4	2		CLiMIS	Eastern Equatoria		South Sudan
Percentage of livestock pasture in fair browse condition	2017	3	67	%	CLiMIS	Eastern Equatoria		South Sudan
Percentage of livestock pasture in fair browse condition	2017	4	40	%	CLiMIS	Eastern Equatoria		South Sudan
Percentage of livestock pasture in poor browse condition	2017	3	33	%	CLiMIS	Eastern Equatoria		South Sudan
Percentage of livestock pasture in poor browse condition	2017	4	60	%	CLiMIS	Eastern Equatoria		South Sudan
Percentage of livestock pasture in below normal browse condition compared to a similar time in a normal year	2017	3	50	%	CLiMIS	Eastern Equatoria		South Sudan
Percentage of livestock pasture in below normal browse condition compared to a similar time in a normal year	2017	4	80	%	CLiMIS	Eastern Equatoria		South Sudan
Percentage of livestock pasture in normal browse condition compared to a similar time in a normal year	2017	3	33	%	CLiMIS	Eastern Equatoria		South Sudan
Percentage of livestock pasture in normal browse condition compared to a similar time in a normal year	2017	4	20	%	CLiMIS	Eastern Equatoria		South Sudan
Duration in months browse is projected to last	2017	3	8		CLiMIS	Eastern Equatoria		South Sudan
Duration in months browse is projected to last	2017	4	2		CLiMIS	Eastern Equatoria		South Sudan
Percentage reporting the presence of constraints in accessing forage	2017	3	83	%	CLiMIS	Eastern Equatoria		South Sudan
Percentage reporting the presence of constraints in accessing forage	2017	4	80	%	CLiMIS	Eastern Equatoria		South Sudan
Percentage reporting the absence of constraints in accessing forage	2017	3	17	%	CLiMIS	Eastern Equatoria		South Sudan
Percentage reporting the absence of constraints in accessing forage	2017	4	10	%	CLiMIS	Eastern Equatoria		South Sudan
Percentage reporting disease as the main forage constraint	2017	3	17	%	CLiMIS	Eastern Equatoria		South Sudan
Percentage reporting disease as the main forage constraint	2017	4	60	%	CLiMIS	Eastern Equatoria		South Sudan
Percentage reporting insecurity as the main forage constraint	2017	3	50	%	CLiMIS	Eastern Equatoria		South Sudan
Percentage reporting insecurity as the main forage constraint	2017	4	70	%	CLiMIS	Eastern Equatoria		South Sudan
Percentage reporting lack of water as the main forage constraint	2017	3	50	%	CLiMIS	Eastern Equatoria		South Sudan
Percentage reporting lack of water as the main forage constraint	2017	4	50	%	CLiMIS	Eastern Equatoria		South Sudan
Percentage of livestock pasture in fair condition	2017	1	67	%	CLiMIS	Jonglei		South Sudan
Percentage of livestock pasture in fair condition	2017	2	40	%	CLiMIS	Jonglei		South Sudan
Percentage of livestock pasture in poor condition	2017	1	33	%	CLiMIS	Jonglei		South Sudan
Percentage of livestock pasture in poor condition	2017	2	60	%	CLiMIS	Jonglei		South Sudan
