Indicator Name|Unit|1961|1962|1963|1964|1965|1966|1967|1968|1969|1970|1971|1972|1973|1974|1975|1976|1977|1978|1979|1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2010-2012|2011|2011-2013|2012|2012-2014|2013|2014|2014-2016|2015|2016|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026|2027|2028|2029|2030|2031|2032|2033|2034|2035|2036|2037|2038|2039|2040|2041|2042|2043|2044|2045|2046|2047|2048|2049|2050|2051|2052|2053|2054|2055|2056|2057|2058|2059|2060|2061|2062|2063|2064|2065|2066|2067|2068|2069|2070|2071|2072|2073|2074|2075|2076|2077|2078|2079|2080|2081|2082|2083|2084|2085|2086|2087|2088|2089|2090|2091|2092|2093|2094|2095|2096|2097|2098|2099|2100
Stocks, Chickens, broilers|Head||||||||||||||||||||||||||||||||||||||||||||||||||||||10365099.99749775||10094492.91125175|10270722.106316749||10182511.10119825|10091616.0318135||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Stocks, Chickens, layers|Head||||||||||||||||||||||||||||||||||||||||||||||||||||||4634900.00250225||4905507.08874825|4729277.89368325||4817488.89880175|4908383.9681865||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Stocks, Equidae|Livestock units (LSU)||||||||||||||||||||||||||||||||||||||||||||||||||||||90000.0||96000.0|99000.0||102785.64|108062.14||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Stocks, Goats|Head||||||||||||||||||||||||||||||||||||||||||||||||||||||13500000.0||13550000.0|13550000.0||13551665.962557333|13568841.045492666||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Stocks, Goats|Livestock units (LSU)||||||||||||||||||||||||||||||||||||||||||||||||||||||1350000.0||1355000.0|1355000.0||1355166.58|1356884.13||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Stocks, Horses|Head||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Stocks, Major livestock types|Livestock units (LSU)||||||||||||||||||||||||||||||||||||||||||||||||||||||9038500.0||9083500.0|9187500.0||9244630.43|9289544.59||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Stocks, Mules|Head||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Stocks, Mules and Asses|Head||||||||||||||||||||||||||||||||||||||||||||||||||||||300000.0||320000.0|330000.0||342618.96065659996|360207.0242544||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Stocks, Poultry Birds|1000 Head||||||||||||||||||||||||||||||||||||||||||||||||||||||15000.0||15000.0|15000.0||15000.0|15000.0||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Stocks, Poultry Birds|Head||||||||||||||||||||||||||||||||||||||||||||||||||||||15000000.0||15000000.0|15000000.0||15000000.0|15000000.0||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Stocks, Sheep|Head||||||||||||||||||||||||||||||||||||||||||||||||||||||15700000.0||16000000.0|16750000.0||17248282.019320335|17591983.036045667||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Stocks, Sheep|Livestock units (LSU)||||||||||||||||||||||||||||||||||||||||||||||||||||||1570000.0||1600000.0|1675000.0||1724828.21|1759198.32||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Stocks, Sheep and Goats|Head||||||||||||||||||||||||||||||||||||||||||||||||||||||29200000.0||29550000.0|30300000.0||30799947.981877666|31160824.081538334||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Stocks, Sheep and Goats|Livestock units (LSU)||||||||||||||||||||||||||||||||||||||||||||||||||||||2920000.0||2955000.0|3030000.0||3079994.79|3116082.45||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Total Population - Both sexes, Population - Est. & Proj.|1000 persons||||||||||||||||||||||||||||||||||||||||||||||||||||||10818.258||11177.49|11530.971000000001||11882.136|12230.73|12575.714|12919.053|13263.184|13610.007|13960.428|14314.458|14671.973999999998|15032.44|15395.476999999999|15761.305|16130.267|16502.233|16876.974|17254.367|17634.307|18016.908|18402.372|18790.97|19182.891|19578.154|19976.625|20378.119|20782.386000000002|21189.205|21598.427000000003|22009.951|22423.66|22839.397|23257.015|23676.336|24097.135|24519.203999999998|24942.321|25366.221|25790.726000000002|26215.574|26640.443|27064.972999999998|27488.849|27911.806|28333.629|28754.081000000002|29172.952999999998|29590.035|30005.107999999997|30417.939|30828.276|31235.914|31640.613999999998|32042.173|32440.418999999998|32835.177|33226.311|33613.665|33997.062000000005|34376.34|34751.362|35122.026|35488.178|35849.687000000005|36206.378|36558.096|36904.653|37245.862|37581.614|37911.774|38236.172|38554.62|38866.972|39173.122|39473.006|39766.572|40053.785|40334.627|40609.074|40877.11|41138.744|41393.996|41642.882000000005|41885.468|42121.818|42352.02099999999|42576.185999999994|42794.448
Total Population - Female, Population - Est. & Proj.|1000 persons||||||||||||||||||||||||||||||||||||||||||||||||||||||5406.54||5584.023|5758.619000000001||5932.058000000001|6104.263000000001|6274.696999999999|6444.329000000001|6614.3730000000005|6785.749|6958.927|7133.922|7310.674|7488.918000000001|7668.465999999999|7849.45|8032.026999999999|8216.153|8401.706|8588.622|8776.877|8966.511999999999|9157.651|9350.433|9544.969000000001|9741.276|9939.288|10138.91|10340.021|10542.507|10746.298999999999|10951.358999999999|11157.632|11365.069|11573.611|11783.166000000001|11993.652|12204.931|12416.898000000001|12629.434|12842.428|13055.775|13269.321000000002|13482.933|13696.475|13909.826000000001|14122.865|14335.471000000001|14547.498|14758.829|14969.347|15178.938|15387.501|15594.923999999999|15801.118|16005.976|16209.418|16411.32|16611.573|16810.105|17006.799|17201.58|17394.403000000002|17585.233|17774.008|17960.683|18145.144|18327.304|18507.021|18684.214|18858.798|19030.701|19199.831000000002|19366.088|19529.379|19689.659|19846.863999999998|20000.95|20151.87|20299.598|20444.092|20585.346|20723.335|20858.034|20989.461|21117.607999999997|21242.486|21364.119|21482.522|21597.749
Total Population - Male, Population - Est. & Proj.|1000 persons||||||||||||||||||||||||||||||||||||||||||||||||||||||5411.719||5593.46|5772.355||5950.069|6126.467|6301.019|6474.72|6648.813|6824.253000000001|7001.5019999999995|7180.536999999999|7361.298000000001|7543.521|7727.01|7911.852|8098.238|8286.079|8475.28|8665.74|8857.433|9050.398000000001|9244.716999999999|9440.536|9637.914|9836.881|10037.334|10239.213|10442.369|10646.704|10852.122|11058.598999999998|11266.028999999999|11474.326000000001|11683.409|11893.163|12103.49|12314.268999999998|12525.408000000001|12736.787|12948.298999999999|13159.801000000001|13371.123|13582.038|13792.374|14001.983|14210.764|14418.618|14625.464|14831.203000000001|15035.761|15238.997|15440.782|15640.991000000002|15839.497|16036.187|16230.996000000001|16423.862|16614.731|16803.549|16990.255|17174.756999999998|17356.967|17536.798|17714.168999999998|17888.995|18061.243000000002|18230.801|18397.633|18561.65|18722.82|18881.075|19036.339|19188.538|19337.593|19483.465|19626.144|19765.63|19901.921000000002|20035.033|20164.974|20291.764|20415.412|20535.956000000002|20653.418999999998|20767.857|20879.327|20987.902000000002|21093.662999999997|21196.697
Urban population, Population - Est. & Proj.|1000 persons||||||||||||||||||||||||||||||||||||||||||||||||||||||1972.4389999999999||2077.337|2182.357||2285.1710000000003|2384.601|2481.364|2577.38|2675.717|2778.788|2887.42|3001.2329999999997|3120.0879999999997|3243.4309999999996|3370.908|3502.719|3639.4320000000002|3781.442|3929.2309999999998|4083.2140000000004|4243.669|4410.724|4584.425|4764.559|4950.233|5141.181|5337.517|5539.323|5746.688|5959.686|6178.365|6402.749|6632.858|6868.694|7110.251|7357.526|7610.499|7869.111999999999|8133.281999999999|8402.924||||||||||||||||||||||||||||||||||||||||||||||||||
Value Local Currency, 2010 base year, GDP Deflator|LCU||||||||||||||||||||||||||||||||||||||||||||||||96.1564|78.9118|100.0||148.8734||163.0553||175.6921|169.6306||189.3687|1111.481||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Value Local Currency, 2010 base year, Gross Fixed Capital Formation Deflator|LCU||||||||||||||||||||||||||||||||||||||||||||||||88.7254|95.3272|100.0||130.4636||177.6783||183.255|189.0352||269.1089|1339.75||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Value Local Currency, 2010 base year, Value Added Deflator (Agriculture, forestry and fishery)|LCU||||||||||||||||||||||||||||||||||||||||||||||||96.1564|78.9118|100.0||148.8734||163.0553||175.6921|169.6306||189.3687|1111.481||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Value Local Currency, 2010 base year, Value Added Deflator (Manufacturing)|LCU||||||||||||||||||||||||||||||||||||||||||||||||96.1564|78.9118|100.0||148.8734||163.0553||175.6921|169.6306||189.3687|1111.481||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Value Local Currency, 2010 prices, Gross Domestic Product|millions||||||||||||||||||||||||||||||||||||||||||||||||33257.265277|35710.511168|35064.6||35715.58012||17313.638097||22546.31692|27560.65065||28954.105468|29046.487113||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Value Local Currency, 2010 prices, Gross Fixed Capital Formation|millions||||||||||||||||||||||||||||||||||||||||||||||||5047.142733|4045.85457|3730.1||3875.1792590000014||1948.97148||2448.828798|2408.546487||1976.560667|1445.232794||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Value Local Currency, 2010 prices, Value Added (Agriculture, Forestry and Fishing)|millions||||||||||||||||||||||||||||||||||||||||||||||||1278.062785|1833.055794|1764.8437170000002||1605.076068||699.100835||1055.106291|1335.788997||1112.378297|1178.648333||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Value Local Currency, 2010 prices, Value Added (Total Manufacturing)|millions||||||||||||||||||||||||||||||||||||||||||||||||559.318783|915.190507|776.018378||992.461052||461.367612||508.392701|508.653637||514.115819|535.265872||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Value Local Currency, Agriculture, forestry, fishing (Central Government)|millions|||||||||||||||||||||||||||||||||||||||||||||||||||||||||102.51|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Value Local Currency, Agriculture, forestry, fishing, Capital (Central Government)|millions|||||||||||||||||||||||||||||||||||||||||||||||||||||||||5.7|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Value Local Currency, Agriculture, forestry, fishing, Recurrent (Central Government)|millions|||||||||||||||||||||||||||||||||||||||||||||||||||||||||19.26|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Value Local Currency, Gross Domestic Product|millions||||||||||||||||||||||||||||||||||||||||||||||||31979.0|28179.8|35064.6||53171.0||28230.8||39612.1|46751.3||54830.0|322846.3||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Value Local Currency, Gross Fixed Capital Formation|millions||||||||||||||||||||||||||||||||||||||||||||||||4478.1|3856.8|3730.1||5055.7||3462.9||4487.6|4553.0||5319.1|19362.5||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Value Local Currency, Gross Fixed Capital Formation (Agriculture, Forestry and Fishing)|millions||||||||||||||||||||||||||||||||||||||||||||||||216.408244|198.94284|253.693733||350.8605560000001||144.803107||210.416914|262.450154||296.752507|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Value Local Currency, Gross National Income|millions||||||||||||||||||||||||||||||||||||||||||||||||41575.0|35950.0|45869.0||72173.0||43845.0||50275.0|53864.0||61882.0|329768.0||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Value Local Currency, Gross Output (Agriculture)|millions||||||||||||||||||||||||||||||||||||||||||||||||1443.8586|1679.6063|2104.7389||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Value Local Currency, Gross Output (Agriculture, Forestry and Fishing)|millions||||||||||||||||||||||||||||||||||||||||||||||||1443.8586|1679.6063|2104.7389||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Value Local Currency, Value Added (Agriculture)|millions||||||||||||||||||||||||||||||||||||||||||||||||1227.4264|1427.8012|1789.1396||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Value Local Currency, Value Added (Agriculture, Forestry and Fishing)|millions||||||||||||||||||||||||||||||||||||||||||||||||1228.939585|1446.496955|1764.8437170000002||2389.531385||1139.920781||1853.738509|2265.907033||2106.495815|13100.45693||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Value Local Currency, Value Added (Total Manufacturing)|millions||||||||||||||||||||||||||||||||||||||||||||||||537.820991|722.193119|776.018378||1477.510556||752.284223||893.205867|862.8322710000001||973.574211|5949.380579||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Value US$, 2005 prices, Agriculture, forestry, fishing (Central Government)|millions|||||||||||||||||||||||||||||||||||||||||||||||||||||||||17.87|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Value US$, 2005 prices, Agriculture, forestry, fishing, Capital (Central Government)|millions|||||||||||||||||||||||||||||||||||||||||||||||||||||||||0.99|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Value US$, 2005 prices, Agriculture, forestry, fishing, Recurrent (Central Government)|millions|||||||||||||||||||||||||||||||||||||||||||||||||||||||||3.36|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Value US$, 2005 prices, Gross Domestic Product|millions||||||||||||||||||||||||||||||||||||||||||||||||9854.093327|10350.9747|10919.51954||10412.9658||5614.407776||7114.687623000002|8261.742776000001||8429.397189|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Value US$, 2005 prices, Gross Fixed Capital Formation|millions||||||||||||||||||||||||||||||||||||||||||||||||1289.520912|1019.227857|960.903965||1030.776358||494.973495||666.958947|633.291236||521.717392|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Value US$, 2005 prices, Gross Fixed Capital Formation (Agriculture, Forestry and Fishing)|millions||||||||||||||||||||||||||||||||||||||||||||||||62.31728100000001|52.574181|65.353542||71.53484399999998||20.697596||31.272711|36.50503||30.221354|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Value US$, 2005 prices, Gross Output (Agriculture)|millions||||||||||||||||||||||||||||||||||||||||||||||||410.843|577.8675|595.3598||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Value US$, 2005 prices, Gross Output (Agriculture, Forestry and Fishing)|millions||||||||||||||||||||||||||||||||||||||||||||||||410.843|577.8675|595.3598||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Value US$, 2005 prices, Total FDI inflows|millions||||||||||||||||||||||||||||||||||||||||||||||||||||||86.98||-412.01|22.63||-45.45|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Value US$, 2005 prices, Value Added (Agriculture)|millions||||||||||||||||||||||||||||||||||||||||||||||||349.2583|491.2341|506.0874||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Value US$, 2005 prices, Value Added (Agriculture, Forestry and Fishing)|millions||||||||||||||||||||||||||||||||||||||||||||||||349.258256|491.2340860000001|506.087405||431.721165||209.167161||306.9824720000001|367.116834||350.440349|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Value US$, 2005 prices, Value Added (Total Manufacturing)|millions||||||||||||||||||||||||||||||||||||||||||||||||181.83351|291.772122|264.734821||317.570943||164.21698||175.969606|169.779742||209.701687|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Value US$, 2010 base year, GDP Deflator|US$||||||||||||||||||||||||||||||||||||||||||||||||106.0859|79.065|100.0||114.8571||127.4595||137.3377|132.5994||106.7881|51.876999999999995||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Value US$, 2010 base year, Gross Fixed Capital Formation Deflator|US$||||||||||||||||||||||||||||||||||||||||||||||||97.8876|95.5122|100.0||100.6538||138.8903||143.2495|147.7679||151.755|62.5311||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Value US$, 2010 base year, Value Added Deflator (Agriculture, forestry and fishery)|US$||||||||||||||||||||||||||||||||||||||||||||||||106.0859|79.065|100.0||114.8571||127.4595||137.3377|132.5994||106.7881|51.876999999999995||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Value US$, 2010 base year, Value Added Deflator (Manufacturing)|US$||||||||||||||||||||||||||||||||||||||||||||||||106.0859|79.065|100.0||114.8571||127.4595||137.3377|132.5994||106.7881|51.876999999999995||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Value US$, 2010 prices, Gross Domestic Product|millions||||||||||||||||||||||||||||||||||||||||||||||||14422.052041|15485.904995|15205.80486||15488.103152000003||7508.07944||9777.236741|11951.708436||12555.98175|12596.043158||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Value US$, 2010 prices, Gross Domestic Product per capita|US$||||||||||||||||||||||||||||||||||||||||||||||||1556.929753|1601.327498|1510.431594||1482.2772630000004||694.019263||874.725608|1036.487598||1056.710826|1029.868467||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Value US$, 2010 prices, Gross Fixed Capital Formation|millions||||||||||||||||||||||||||||||||||||||||||||||||2188.699358|1754.489573|1617.562234||1680.476025||845.173765||1061.937477|1044.4690050000004||857.1378480000002|626.726894||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
